KIC ID|RA Dec
KIC 11178396|284.7585186130665 +48.8919896614294
KIC 11178539|284.8532157547481 +48.8520112342643
KIC 11179286|285.3674607032900 +48.8842213291822
KIC 11179815|285.6979764685279 +48.8348052833109
KIC 11179902|285.7516142810085 +48.8632571167437
KIC 11180378|286.0212636592781 +48.8386630018311
KIC 11180379|286.0213145170017 +48.8531342138750
KIC 11180468|286.0684500706324 +48.8372871290383
KIC 11180493|286.0852375617725 +48.8716406904044
KIC 11180779|286.2367075320707 +48.8985068422506
KIC 11180994|286.3676131612631 +48.8055715147884
KIC 11181600|286.8038910701149 +48.8107929860290
KIC 11181828|286.9556225510853 +48.8235920052762
KIC 11181830|286.956240 +48.820644
KIC 11181891|286.9950595316844 +48.8470520581482
KIC 11182706|287.5925878884965 +48.8864731088407
KIC 11182758|287.6310705893109 +48.8193778135458
KIC 11183305|287.9750739030538 +48.8305481971271
KIC 11186389|289.6310960017976 +48.8229083258899
KIC 11186478|289.6729319225171 +48.8078496759808
KIC 11188067|290.5336831105018 +48.8345370965886
KIC 11188192|290.5973736904333 +48.8996426550607
KIC 11188306|290.6718164367337 +48.8136449029316
KIC 11188479|290.7657174030926 +48.8976516359471
KIC 11188610|290.8487971798654 +48.8106555066317
KIC 11188833|290.9906308606383 +48.8127636126533
KIC 11188865|291.0163103829308 +48.8071818113133
KIC 11189077|291.133747 +48.846775
KIC 11189239|291.2205590329980 +48.8415241884362
KIC 11189432|291.3208545040812 +48.8518859336004
KIC 11189648|291.4399744611033 +48.8902356087423
KIC 11190108|291.6856040059080 +48.8624738644862
KIC 11190322|291.7927725276718 +48.8679451687902
KIC 11190388|291.8325317139509 +48.8155312475181
KIC 11190431|291.8526774306906 +48.8898530623861
KIC 11190480|291.8799081944779 +48.8204713272381
KIC 11190725|292.0072184658287 +48.8275188948714
KIC 11190768|292.0304406478808 +48.8040057146906
KIC 11191346|292.3309228272204 +48.8973873118775
KIC 11191396|292.3562352045671 +48.8398914279233
KIC 11191444|292.3802618250975 +48.8070312375292
KIC 11191557|292.4349001600177 +48.8117371052981
KIC 11192141|292.7196290097263 +48.8520189399081
KIC 11192188|292.7445518964158 +48.8653866473128
KIC 11192648|292.9908208543292 +48.8114613285639
KIC 11192925|293.1242755801893 +48.8512955460330
KIC 11193975|293.6558069407847 +48.8807735550943
KIC 11195982|294.5231784247335 +48.8829171900666
KIC 11196191|294.6077711877343 +48.8133335785055
KIC 11196317|294.6619676664608 +48.8942820936716
KIC 11196449|294.7200216086591 +48.8880875627900
KIC 11196514|294.7481577997988 +48.8265979987618
KIC 11196939|294.9439180780125 +48.8695101169481
KIC 11196963|294.9522221551551 +48.8425789761906
KIC 11197091|295.0174445797005 +48.8537771245356
KIC 11197101|295.0242004408704 +48.8921372360348
KIC 11197159|295.047550 +48.898338
KIC 11197457|295.1817685842551 +48.8822258987272
KIC 11197547|295.2219118496038 +48.8470845839506
KIC 11197575|295.2343286922184 +48.8492913091577
KIC 11197701|295.2817492895291 +48.8609650825346
KIC 11197853|295.342163000 +48.856150300
KIC 11198005|295.4074646343732 +48.8371573244754
KIC 11198048|295.4217865756813 +48.8089196302436
KIC 11198108|295.4509458181483 +48.8283912819722
KIC 11198190|295.4913993505631 +48.8913926692311
KIC 11198352|295.5504242740950 +48.8175644573331
KIC 11198527|295.6174131653805 +48.8216902372610
KIC 11198685|295.6863368793191 +48.8754223798506
KIC 11198745|295.7060410318700 +48.8894132334575
KIC 11199046|295.8195822180626 +48.8735372050601
KIC 11199105|295.8431891452632 +48.8030562687401
KIC 11199150|295.8632268234259 +48.8893162227970
KIC 11199342|295.9401853131591 +48.8831372802858
KIC 11199725|296.0749098442465 +48.8591033563156
KIC 11199783|296.1016438436696 +48.8831456843623
KIC 11200203|296.2674190791323 +48.8730171140540
KIC 11200291|296.2997614428362 +48.8453529501008
KIC 11200383|296.3426630987721 +48.8972539200372
KIC 11200516|296.3988867738763 +48.8648814305264
KIC 11200573|296.4202723605145 +48.8719640138301
KIC 11200680|296.4509762585533 +48.8915774968158
KIC 11204531|297.8627263927270 +48.8028430935015
KIC 11206069|298.4583408781783 +48.8112801014111
KIC 11206075|298.4625882474936 +48.8766754277789
KIC 11206280|298.5386943235633 +48.8514095182378
KIC 11228477|282.5106851846695 +48.9443842515033
KIC 11228549|282.5654480271418 +48.9054247408934
KIC 11228554|282.5677014627586 +48.9128630543534
KIC 11228617|282.6079369624550 +48.9419417950683
KIC 11228759|282.7085774971649 +48.9527356152627
KIC 11229253|283.0476418480758 +48.9552951617392
KIC 11230630|284.0419547486957 +48.9080716392885
KIC 11230715|284.0974923626471 +48.9735618636072
KIC 11231255|284.4764352161786 +48.9459696093162
KIC 11231423|284.6111859446428 +48.9608209606864
KIC 11231549|284.6860235292336 +48.9520991859057
KIC 11231992|285.0156173512797 +48.9834483438396
KIC 11232225|285.1649211504383 +48.9700651748154
KIC 11232325|285.2211167668336 +48.9370634572854
KIC 11234102|286.2371490821483 +48.9979051914456
KIC 11234317|286.3715645279654 +48.9738203919119
KIC 11234533|286.5179744200934 +48.9463932943106
KIC 11234625|286.5780074657877 +48.9378301043301
KIC 11234675|286.6176243840609 +48.9002359459917
KIC 11234897|286.7575316126342 +48.9914730994256
KIC 11235008|286.8352403472439 +48.9939141955213
KIC 11235573|287.2018367212911 +48.9348824752831
KIC 11235620|287.2324189676012 +48.9875910381826
KIC 11235672|287.2611170306124 +48.9096711195631
KIC 11235816|287.3643376633135 +48.9671028940594
KIC 11236350|287.7202193410129 +48.9971189384519
KIC 11236508|287.8067516725865 +48.9608942497063
KIC 11236516|287.8121689610212 +48.9429828805406
KIC 11236536|287.8277517563591 +48.9166415258739
KIC 11236571|287.8475421935567 +48.9836612130916
KIC 11236845|288.0034580555103 +48.9322741388254
KIC 11236890|288.0274903242899 +48.9454120499181
KIC 11236924|288.0512357122617 +48.9012042085278
KIC 11237133|288.1555006976734 +48.9116619922719
KIC 11237201|288.1916064825950 +48.9489049005922
KIC 11237403|288.3231869888230 +48.9663526532269
KIC 11241473|290.3871441345225 +48.9728775885233
KIC 11241658|290.4907643561561 +48.9881413352585
KIC 11241927|290.6458644120107 +48.9984601953145
KIC 11242124|290.7601570013945 +48.9621504849958
KIC 11242689|291.0757427273250 +48.9795234747281
KIC 11242934|291.2116783504478 +48.9008917421016
KIC 11243054|291.2768173527586 +48.9514907395471
KIC 11243349|291.4457370256566 +48.9659945869094
KIC 11243623|291.5768892224600 +48.9278551408372
KIC 11243756|291.6398453493771 +48.9740352840858
KIC 11243761|291.6410449096430 +48.9264989036086
KIC 11244147|291.8510274813675 +48.9277078227839
KIC 11244203|291.8797002184249 +48.9846658156764
KIC 11244545|292.0689496115617 +48.9063678276058
KIC 11244735|292.1576598438066 +48.9908567554008
KIC 11244780|292.1753699353346 +48.9403453016467
KIC 11244839|292.2100604518587 +48.9190513703131
KIC 11244855|292.2184409888473 +48.9110805077981
KIC 11244968|292.2668222413325 +48.9653534188400
KIC 11245051|292.3100326625859 +48.9538623449819
KIC 11245093|292.3341934910309 +48.9534296779339
KIC 11245225|292.3990446035844 +48.9567263216735
KIC 11245234|292.4033367766306 +48.9731373148977
KIC 11245307|292.4402118698155 +48.9259506358649
KIC 11245339|292.4608545932092 +48.9657951955105
KIC 11245496|292.5483755658268 +48.9309891262247
KIC 11245628|292.6164274359001 +48.9942307209569
KIC 11246127|292.8550596626853 +48.9390575892065
KIC 11247049|293.3015083612332 +48.9127266653928
KIC 11247419|293.4942186342954 +48.9066707817792
KIC 11247565|293.5588192568351 +48.9024263338606
KIC 11247648|293.5975278259582 +48.9212878785159
KIC 11249981|294.5745406464153 +48.9625783066338
KIC 11250010|294.5837819954539 +48.9987741076507
KIC 11250139|294.6358435192927 +48.9578812164835
KIC 11250152|294.6435628202935 +48.9163171541590
KIC 11250341|294.7205404766605 +48.9715338723499
KIC 11250365|294.7320692363580 +48.9344203311164
KIC 11250488|294.7894174392771 +48.9877405318066
KIC 11250743|294.9079763751775 +48.9617379794239
KIC 11251077|295.0679921923945 +48.9584674661529
KIC 11251096|295.0757985270195 +48.9382406451024
KIC 11251115|295.0865386432164 +48.9550685717346
KIC 11251136|295.0936307292669 +48.9002770667889
KIC 11251546|295.2637809609208 +48.9100730573889
KIC 11251622|295.2973230480661 +48.9105576731724
KIC 11251837|295.3954204309516 +48.9655769773697
KIC 11251939|295.4381847135766 +48.9573257013400
KIC 11252233|295.5614645017840 +48.9110317563919
KIC 11252303|295.5855330265692 +48.9631058138307
KIC 11252437|295.6336297048040 +48.9413949587825
KIC 11252510|295.6624408837675 +48.9200543921331
KIC 11252695|295.7254959771789 +48.9053059740948
KIC 11252706|295.7280844978801 +48.9227414295568
KIC 11252757|295.7437979515850 +48.9760841256686
KIC 11253008|295.8359944284488 +48.9964283922796
KIC 11253076|295.8618624515332 +48.9391527652686
KIC 11253082|295.8646048955025 +48.9501038812650
KIC 11253627|296.0579563658713 +48.9070826894828
KIC 11254383|296.3227028792838 +48.9331940599661
KIC 11254566|296.3802597386719 +48.9778949401287
KIC 11254587|296.3877613979753 +48.9140622654117
KIC 11259916|298.3586289304217 +48.9521645997086
KIC 11259980|298.3827589493742 +48.9192072637872
KIC 11260007|298.3944326674063 +48.9420090615380
KIC 11260279|298.5048808709590 +48.9324687660284
KIC 11282332|282.7593535973012 +49.0159981055278
KIC 11282383|282.7990486922156 +49.0587936209052
KIC 11284496|284.3638629307824 +49.0041223138182
KIC 11284601|284.4395446385657 +49.0868148516318
KIC 11284760|284.5602536785655 +49.0182290862766
KIC 11284798|284.5878142972658 +49.0266441772098
KIC 11284821|284.6079243377535 +49.0351938290473
KIC 11285433|285.0778665490190 +49.0934617605309
KIC 11285650|285.2329039031275 +49.0966976550848
KIC 11285712|285.2754123705121 +49.0943519271628
KIC 11286526|285.7732971857831 +49.0721437066788
KIC 11286900|286.0009259165078 +49.0992762210778
KIC 11287012|286.0773503372152 +49.0619148859825
KIC 11287679|286.4918001800771 +49.0197863044557
KIC 11287844|286.6158762248209 +49.0616282291421
KIC 11287896|286.6554719029681 +49.0302918697395
KIC 11287936|286.6745621113702 +49.0864040726306
KIC 11287945|286.6816020439758 +49.0896973309436
KIC 11287949|286.6862926847768 +49.0084092915665
KIC 11288678|287.1556888364262 +49.0469294662608
KIC 11288779|287.2265732373825 +49.0594003167003
KIC 11288888|287.2937276853907 +49.0640680238385
KIC 11289128|287.4680899040381 +49.0279365921902
KIC 11289292|287.5901173252229 +49.0248522654928
KIC 11289314|287.6040920028750 +49.0242719195386
KIC 11289335|287.6169576486213 +49.0495283942294
KIC 11289515|287.7284444579550 +49.0000669359547
KIC 11289615|287.7900701789007 +49.0784068661908
KIC 11289635|287.8007702806843 +49.0609027150154
KIC 11289675|287.8316784986797 +49.0263429029177
KIC 11289759|287.8936688694143 +49.0998495061174
KIC 11289822|287.9399619498586 +49.0088156621284
KIC 11289990|288.0389855315931 +49.0390648019567
KIC 11290298|288.2208811509946 +49.0778614012572
KIC 11290397|288.2753849008173 +49.0877848118688
KIC 11293804|290.0970780910386 +49.0228134529485
KIC 11293859|290.1279726214651 +49.0540109048911
KIC 11294195|290.3285663611124 +49.0412068037128
KIC 11294218|290.3443382731301 +49.0305513510634
KIC 11294409|290.4593149016056 +49.0258325138130
KIC 11294612|290.5735725604413 +49.0002465975867
KIC 11294920|290.7595155222977 +49.0799026515267
KIC 11295008|290.8143652906475 +49.0740233701262
KIC 11295350|290.9903348024927 +49.0495082690689
KIC 11295471|291.0592750068250 +49.0401701685578
KIC 11295720|291.1837352448459 +49.0845933374447
KIC 11295820|291.2331495044529 +49.0332826477214
KIC 11295851|291.2467558506223 +49.0779078147576
KIC 11296084|291.3872128323376 +49.0837592703819
KIC 11296211|291.4575682354769 +49.0284528173132
KIC 11296805|291.7746995914112 +49.0533249681981
KIC 11296913|291.8236979243171 +49.0023243303300
KIC 11296954|291.8463208758221 +49.0932786044100
KIC 11297049|291.9034906023413 +49.0826186432061
KIC 11297585|292.1772032002293 +49.0621272464364
KIC 11297725|292.2464266352687 +49.0445618345858
KIC 11297757|292.2591881930413 +49.0222154286781
KIC 11297951|292.3497029489291 +49.0112704570182
KIC 11298020|292.3897939829946 +49.0735603628561
KIC 11298371|292.5718222624935 +49.0328107325595
KIC 11298425|292.6051553317512 +49.0344375503686
KIC 11298561|292.6747217792922 +49.0877361158403
KIC 11298714|292.7561538971494 +49.0518227015111
KIC 11298776|292.7886259246531 +49.0231826020853
KIC 11298877|292.8285559982231 +49.0368594538541
KIC 11299274|293.0194789824796 +49.0221777264636
KIC 11299484|293.1235372386307 +49.0980420739674
KIC 11299667|293.2157614348988 +49.0413988306513
KIC 11299941|293.3553115278502 +49.0899888092276
KIC 11302371|294.4345691904313 +49.0057138167158
KIC 11302524|294.4961100913083 +49.0008626481499
KIC 11302791|294.6279320244867 +49.0197433212409
KIC 11302942|294.6929174997816 +49.0550946783057
KIC 11302988|294.7102544758708 +49.0194543408935
KIC 11303410|294.8898980961759 +49.0397393268460
KIC 11303425|294.8974565927910 +49.0067104408479
KIC 11304067|295.1698310673525 +49.0676560953636
KIC 11304155|295.2135785695342 +49.0104395501078
KIC 11304158|295.2148977842380 +49.0697325202561
KIC 11304421|295.3420738931310 +49.0822850213613
KIC 11304481|295.3647122036259 +49.0785232230758
KIC 11304647|295.4390815607646 +49.0589513279969
KIC 11304663|295.4434693797521 +49.0894074377694
KIC 11304675|295.4497014397654 +49.0573644988547
KIC 11305232|295.6671057908584 +49.0436502210046
KIC 11305250|295.6727090015503 +49.0120021459967
KIC 11305377|295.7267841026414 +49.0396731855396
KIC 11305448|295.7530195904798 +49.0556613816318
KIC 11305756|295.8755679940242 +49.0807777174681
KIC 11305776|295.8810992894056 +49.0015673644631
KIC 11305872|295.9177712161625 +49.0594368751119
KIC 11305933|295.9380060607033 +49.0240504521500
KIC 11306275|296.0616822381286 +49.0843027821648
KIC 11306540|296.1574444615862 +49.0916601059883
KIC 11306803|296.2537990438466 +49.0475095923056
KIC 11307108|296.3678021307221 +49.0195674968625
KIC 11307487|296.4917001058753 +49.0883509070563
KIC 11307599|296.5415996882782 +49.0160036581376
KIC 11308281|296.7693967540388 +49.0743203517889
KIC 11308295|296.7750312532492 +49.0230926848358
KIC 11308660|296.9136526037657 +49.0122857403735
KIC 11308784|296.9638815775194 +49.0593393967105
KIC 11309182|297.1328114362806 +49.0671472972541
KIC 11309403|297.2195526494426 +49.0645543513247
KIC 11336624|283.7385262500758 +49.1752847777592
KIC 11336656|283.7612599880627 +49.1162711926196
KIC 11337203|284.1733553574787 +49.1253400138150
KIC 11337714|284.5322907914547 +49.1959786033567
KIC 11337843|284.6201830190445 +49.1051937972875
KIC 11337883|284.6458421482924 +49.1057823848724
KIC 11338267|284.9163742078475 +49.1717522405353
KIC 11338360|284.9907168548688 +49.1432854135478
KIC 11338492|285.0879954307801 +49.1315063728727
KIC 11338926|285.3393880418637 +49.1672046671097
KIC 11339000|285.3917555466074 +49.1418952057325
KIC 11339312|285.5738877374205 +49.1729159568675
KIC 11340165|286.1023487515948 +49.1259875703742
KIC 11340377|286.2138461685607 +49.1017793554989
KIC 11340747|286.4479115955481 +49.1643222403358
KIC 11341723|287.1155080812665 +49.1240292934856
KIC 11342308|287.5203968748194 +49.1122478013883
KIC 11342694|287.7526325906446 +49.1146541136777
KIC 11342804|287.8262508687313 +49.1889320687259
KIC 11343030|287.9453987436100 +49.1243400459261
KIC 11348417|290.7575661820785 +49.1039188689043
KIC 11349107|291.1448789259993 +49.1990796406565
KIC 11349180|291.1813780145112 +49.1573479012310
KIC 11349490|291.3664320404608 +49.1558383042483
KIC 11349614|291.4361627475745 +49.1246882018479
KIC 11350202|291.7445514812347 +49.1726574936957
KIC 11350341|291.8105047225930 +49.1595992297724
KIC 11350954|292.1352600432658 +49.1565943212059
KIC 11351140|292.2304339912367 +49.1911468271365
KIC 11351257|292.2942569560142 +49.1559111342367
KIC 11351480|292.4131860342925 +49.1636377340363
KIC 11351671|292.5095044792025 +49.1161584555819
KIC 11351684|292.5146410519412 +49.1710366198751
KIC 11351706|292.5269382597192 +49.1940872775731
KIC 11351713|292.5328213559783 +49.1968467603369
KIC 11351957|292.6736891930937 +49.1379981916575
KIC 11352446|292.9236315368194 +49.1074469151523
KIC 11352644|293.0267167417873 +49.1075432064886
KIC 11352756|293.0791648636798 +49.1799016911060
KIC 11352764|293.0830362136191 +49.1082750204931
KIC 11353223|293.2944266865161 +49.1656917772040
KIC 11353313|293.3386500331673 +49.1342032005314
KIC 11353554|293.4677844662646 +49.1158475170853
KIC 11355664|294.4186895971180 +49.1519550898986
KIC 11355681|294.4241593095512 +49.1124493640028
KIC 11355933|294.5284870276695 +49.1014343668711
KIC 11356208|294.6620910095613 +49.1089697210928
KIC 11356479|294.7803725322241 +49.1169151638861
KIC 11356579|294.8163883210350 +49.1345514348947
KIC 11356826|294.9229519787838 +49.1535433586558
KIC 11356839|294.9275485708549 +49.1962794380469
KIC 11356846|294.9308601000051 +49.1783581992776
KIC 11357004|295.0092351983406 +49.1295720300669
KIC 11357042|295.0267630864100 +49.1559782950258
KIC 11357686|295.3178126888994 +49.1665714498414
KIC 11357931|295.4316927197557 +49.1289318247863
KIC 11358231|295.5566627288133 +49.1218310172845
KIC 11358307|295.5903512387916 +49.1070259108825
KIC 11358607|295.7144044134515 +49.1983989290330
KIC 11358669|295.7469829480309 +49.1917752820252
KIC 11358698|295.7572089027167 +49.1818762845307
KIC 11358755|295.7735407951857 +49.1250931233720
KIC 11358810|295.7940547160677 +49.1530180597910
KIC 11359044|295.8856174471758 +49.1029047828647
KIC 11359175|295.9347877287762 +49.1200126202103
KIC 11359820|296.1789807100839 +49.1387838950358
KIC 11360886|296.5754829413483 +49.1010991104369
KIC 11361055|296.6400094155774 +49.1960394353306
KIC 11361147|296.6788126024691 +49.1034333851194
KIC 11361765|296.8998377606428 +49.1174655654811
KIC 11362947|297.3407412093310 +49.1944689771705
KIC 11390588|284.584660 +49.268631
KIC 11391047|284.8998413819984 +49.2165973838530
KIC 11391496|285.2005454642098 +49.2540324461794
KIC 11391750|285.3597050607753 +49.2363208285913
KIC 11392017|285.5355062851773 +49.2984386423432
KIC 11392965|286.1210522803517 +49.2360266326983
KIC 11393852|286.7291976748975 +49.2720914088480
KIC 11393958|286.8069476962639 +49.2011364756961
KIC 11394085|286.8908851592077 +49.2676719418841
KIC 11394192|286.9349185443411 +49.2616277803212
KIC 11394905|287.4167054830091 +49.2275901179511
KIC 11395111|287.5445353692450 +49.2985350116550
KIC 11395200|287.6009938780239 +49.2712008412518
KIC 11395438|287.7578517134435 +49.2428847146743
KIC 11395462|287.7756510694300 +49.2519703965756
KIC 11395816|288.0017112285780 +49.2652653469631
KIC 11400830|290.7511140265096 +49.2852040017929
KIC 11400880|290.7798798708161 +49.2762677872444
KIC 11400886|290.7807240476116 +49.2584771420711
KIC 11401029|290.8648463625657 +49.2342978440043
KIC 11401466|291.0990334816699 +49.2228300101769
KIC 11401925|291.3407226288104 +49.2767967832222
KIC 11402359|291.5765507796403 +49.2383321317594
KIC 11403129|291.9900794533288 +49.2016362644100
KIC 11403437|292.1376693258756 +49.2231044916935
KIC 11403541|292.1890704407970 +49.2190416539422
KIC 11403918|292.3847980310761 +49.2769437304974
KIC 11404023|292.4493315453805 +49.2605100297822
KIC 11404111|292.4946990702164 +49.2746186057352
KIC 11404149|292.5140359710579 +49.2510227086348
KIC 11404803|292.8377880799590 +49.2470737032197
KIC 11404899|292.8821969993347 +49.2008007353187
KIC 11404925|292.8997786272166 +49.2663885415819
KIC 11405445|293.1630774790380 +49.2952143134300
KIC 11405452|293.1647587185088 +49.2576331415303
KIC 11407805|294.2829263942563 +49.2129592196003
KIC 11408704|294.6749475429948 +49.2129214436184
KIC 11408970|294.7971778271412 +49.2138884813497
KIC 11409529|295.0555721973675 +49.2494872613306
KIC 11409562|295.0738079829810 +49.2518098076756
KIC 11409827|295.2121178544067 +49.2547662983069
KIC 11410217|295.3843555524738 +49.2329899114984
KIC 11410311|295.4221402207359 +49.2173362629369
KIC 11410393|295.4551764201404 +49.2153657996214
KIC 11410450|295.4778789369237 +49.2506345278519
KIC 11410478|295.4900935902476 +49.2162383011059
KIC 11410549|295.5136850704513 +49.2847292524981
KIC 11410622|295.5481065787191 +49.2691128226991
KIC 11410788|295.6120537764562 +49.2500608642214
KIC 11410886|295.6457950759075 +49.2854687963560
KIC 11410978|295.6798854790888 +49.2295592988539
KIC 11411163|295.7481170385055 +49.2065334616970
KIC 11411943|296.0359267379296 +49.2038690083061
KIC 11412082|296.0943224697284 +49.2513260066961
KIC 11412190|296.1440942665590 +49.2452065970658
KIC 11412860|296.3956147521125 +49.2924328554083
KIC 11413138|296.5104883432748 +49.2170616980746
KIC 11413158|296.5191103793887 +49.2667577554578
KIC 11413393|296.6053791346741 +49.2109047957854
KIC 11413569|296.672730 +49.268940
KIC 11414138|296.8844196912280 +49.2639014446403
KIC 11414438|296.9881651552819 +49.2986315522000
KIC 11414700|297.0903402672892 +49.2843697750263
KIC 11415370|297.3356729542322 +49.2831877212409
KIC 11415780|297.4924162879211 +49.2162342965006
KIC 11415994|297.5775293188470 +49.2794398355212
KIC 11416424|297.7600064001958 +49.2790486504797
KIC 11416452|297.7737902323484 +49.2609757223147
KIC 11416572|297.8253550754394 +49.2908428781545
KIC 11441797|283.7236115652279 +49.3904228080713
KIC 11442227|284.0152315300836 +49.3464428184240
KIC 11442437|284.1553537128259 +49.3742788667006
KIC 11442799|284.4393859811496 +49.3174529411100
KIC 11442897|284.5011335571077 +49.3534775504664
KIC 11443139|284.6812105671667 +49.3907212656299
KIC 11443293|284.7632514640337 +49.3264521555244
KIC 11443382|284.8252895820181 +49.3599870875615
KIC 11443433|284.8605382247912 +49.3562371611386
KIC 11443757|285.086850 +49.362820
KIC 11444313|285.4325380871765 +49.3850709368838
KIC 11444676|285.6506466714386 +49.3967288287435
KIC 11444844|285.7464151128526 +49.3784188822050
KIC 11445766|286.3291450399383 +49.3057078502342
KIC 11445818|286.3591796844426 +49.3603626683497
KIC 11446151|286.5860948437832 +49.3805196963988
KIC 11446278|286.6718505890000 +49.3930343389789
KIC 11446691|286.9845939142038 +49.3911504009232
KIC 11447282|287.371346 +49.385426
KIC 11447450|287.4812111495787 +49.3040098787049
KIC 11447802|287.7098410600017 +49.3553482094705
KIC 11450026|288.9951575535542 +49.3506859275058
KIC 11450275|289.1336929182988 +49.3265315645658
KIC 11450279|289.1366239835106 +49.3038241104670
KIC 11450315|289.1484810284507 +49.3867371796011
KIC 11450463|289.2309544317500 +49.3499689193692
KIC 11453225|290.7378322999651 +49.3118011862438
KIC 11453371|290.8262794692158 +49.3221422768047
KIC 11453608|290.9654218314801 +49.3284444033716
KIC 11453627|290.9769984293678 +49.3793523823703
KIC 11453721|291.0253765602212 +49.3814937054600
KIC 11453855|291.1068456761695 +49.3384463801436
KIC 11453905|291.1302792837358 +49.3545404173293
KIC 11453969|291.1682472577267 +49.3072602760403
KIC 11454273|291.3344221033613 +49.3343563180186
KIC 11454275|291.3362012084393 +49.3565670202944
KIC 11455176|291.8617365182730 +49.3740531979083
KIC 11455925|292.2496795700122 +49.3584105155236
KIC 11456190|292.3958719970209 +49.3065631502894
KIC 11456246|292.4238417865923 +49.3410000076077
KIC 11456445|292.5346147448388 +49.3198809383903
KIC 11456449|292.5354779472851 +49.3576628914720
KIC 11456735|292.6811255025916 +49.3529448847295
KIC 11456839|292.7350861430842 +49.3306297451081
KIC 11456927|292.7841127511940 +49.3376306615542
KIC 11456950|292.7961619163683 +49.3792565420347
KIC 11457021|292.8376332434412 +49.3935622636856
KIC 11457478|293.0745584669101 +49.3009184034783
KIC 11457554|293.1159364965332 +49.3951100634151
KIC 11457705|293.1853178990017 +49.3580674413889
KIC 11457734|293.1989727325378 +49.3746718337768
KIC 11460115|294.3114135709587 +49.3407711862481
KIC 11460287|294.3896716400437 +49.3753700874315
KIC 11460306|294.3992602362825 +49.3702245331758
KIC 11460647|294.5455406854371 +49.3257499384582
KIC 11461138|294.7688528696209 +49.3548547701326
KIC 11461608|294.9645579806560 +49.3588331176727
KIC 11462046|295.1480395722747 +49.3578117639653
KIC 11462100|295.1698682516588 +49.3764215784247
KIC 11462235|295.2366908816640 +49.3420243872173
KIC 11462484|295.3513782914909 +49.3328600436056
KIC 11462529|295.3713220680809 +49.3938807071624
KIC 11462610|295.4126478957904 +49.3675409828886
KIC 11462620|295.417850 +49.302280
KIC 11462629|295.4237954813635 +49.3051990310994
KIC 11462972|295.5685979827302 +49.3189033427003
KIC 11463411|295.7422505284710 +49.3062725203289
KIC 11463450|295.7640429039520 +49.3874610941505
KIC 11463553|295.805241 +49.371746
KIC 11463560|295.8072308506694 +49.3211367884140
KIC 11463721|295.8666105822726 +49.3027106604016
KIC 11463988|295.9644136148983 +49.3805420408208
KIC 11465010|296.3593058034204 +49.3724643669628
KIC 11465042|296.3726440992518 +49.3002536729594
KIC 11465165|296.4277741120380 +49.3692928033440
KIC 11465618|296.6138925511270 +49.3232092107150
KIC 11465784|296.6841268027102 +49.3377351697696
KIC 11465942|296.7501771480098 +49.3209513003108
KIC 11465962|296.7565262782313 +49.3969283095731
KIC 11466146|296.8234467701327 +49.3442593316944
KIC 11466172|296.8323574512982 +49.3669998959420
KIC 11466403|296.9335380459869 +49.3597770004722
KIC 11466656|297.0325497245513 +49.3978347043289
KIC 11467232|297.2510444969146 +49.3335812200742
KIC 11467281|297.2716077840006 +49.3147659269584
KIC 11467720|297.4331924537892 +49.3286267020292
KIC 11467729|297.4364549754383 +49.3978563874581
KIC 11468053|297.5580595778324 +49.3765594251658
KIC 11468149|297.5899493981417 +49.3813546886727
KIC 11468340|297.6755647523223 +49.3464168653720
KIC 11468695|297.8189960938155 +49.3063470296231
KIC 11468895|297.8966890574986 +49.3753317445595
KIC 11468927|297.9074860309634 +49.3158807565808
KIC 11468988|297.9349057122735 +49.3165452975717
KIC 11469401|298.1002221 +49.3859322
KIC 11494133|284.0293525703834 +49.4360266981383
KIC 11494169|284.0516332252910 +49.4259463271171
KIC 11494312|284.1530082309859 +49.4187589510072
KIC 11494511|284.3129987914958 +49.4824662192501
KIC 11495084|284.7331796693312 +49.4947913338113
KIC 11495120|284.7562016398017 +49.4069788689973
KIC 11496193|285.5018805280608 +49.4284728693044
KIC 11496497|285.6751973041663 +49.4480073262681
KIC 11496569|285.7139025384800 +49.4905838503749
KIC 11497092|286.0185423474658 +49.4804643040769
KIC 11497421|286.2061262484644 +49.4900789619348
KIC 11497443|286.2193478386525 +49.4576920213550
KIC 11497965|286.5435765813950 +49.4174594057722
KIC 11498043|286.6033488518017 +49.4564226977268
KIC 11498101|286.6494743363766 +49.4602923522553
KIC 11498178|286.7028579317433 +49.4426248737585
KIC 11498298|286.7945690566830 +49.4105077300714
KIC 11499428|287.5043406415207 +49.4805283676788
KIC 11499958|287.8692892282138 +49.4915210680970
KIC 11502036|289.0139026475828 +49.4024933073970
KIC 11502092|289.0454054776993 +49.4384758085410
KIC 11502218|289.0932330228462 +49.4244789739715
KIC 11502538|289.2417091836588 +49.4243644502177
KIC 11502666|289.3125608006092 +49.4156274381758
KIC 11503092|289.5591973830843 +49.4814264731557
KIC 11505872|291.1019214199092 +49.4862012625917
KIC 11506212|291.2898671573460 +49.4784142274827
KIC 11506442|291.4129695923705 +49.4197486053717
KIC 11507089|291.7140007863559 +49.4030182355500
KIC 11507936|292.1685821523524 +49.4837683647431
KIC 11508329|292.3772010312196 +49.4118455281414
KIC 11508336|292.3801837625377 +49.4281238478650
KIC 11508418|292.4258561475067 +49.4697459769925
KIC 11508928|292.6906666575166 +49.4128715274612
KIC 11508966|292.7125665126746 +49.4890197205586
